flat_type,price,address,buildup_area,age_of_property,which_floor,furnishing,bedrooms,bathrooms,balcony,parking
2 BHK Flat,1.25,Mira Road East,850,1.0,12.0,Semi Furnished,2.0,2.0,,yes
2 BHK Flat,2.65,Chembur,800,5.0,9.0,Semi Furnished,2.0,1.0,,yes
2 BHK Flat,0.8,Dahisar East,882,2.0,19.0,Unfurnished,2.0,2.0,3.0,yes
2 BHK Flat,0.98,Kandivali East,609,4.0,31.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,2.0,Mulund West,800,5.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.22,Kanjurmarg West,629,4.0,40.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.75,Mulund East,950,20.0,7.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,5.25,Parel,1100,5.0,59.0,Semi Furnished,2.0,1.0,,yes
2 BHK Flat,1.75,Kandivali East,825,3.0,22.0,Fully Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.8,Kanjurmarg West,811,4.0,36.0,Fully Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.4,Bhandup West,975,10.0,22.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.48,Bhandup West,875,10.0,20.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.8,Mulund West,980,18.0,15.0,Semi Furnished,2.0,2.0,1.0,no
2 BHK Flat,1.55,Wadala East,910,15.0,17.0,Semi Furnished,2.0,2.0,0.0,no
2 BHK Flat,2.95,Borivali East,1125,15.0,42.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,3.1,Wadala East,1200,6.0,32.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.2,Mira Road East,1000,20.0,7.0,Semi Furnished,2.0,2.0,,yes
2 BHK Flat,1.65,Bhandup West,975,10.0,25.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,2.65,Kandivali East,950,5.0,22.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.95,Chembur,1150,5.0,15.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,3.25,Prabhadevi,900,20.0,6.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,1.85,Ghatkopar East,1050,10.0,15.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.68,Mulund East,1205,3.0,8.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,3.2,Andheri West,1000,10.0,21.0,Semi Furnished,2.0,1.0,,yes
2 BHK Flat,1.88,Chembur,1100,1.0,15.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.45,Chembur,1000,1.0,19.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.0,Mira Road East,700,12.0,12.0,Unfurnished,2.0,4.0,,yes
2 BHK Flat,1.2,Mira Road East,750,10.0,8.0,Unfurnished,2.0,3.0,,yes
2 BHK Flat,1.76,Mulund West,950,1.0,43.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.6,Mulund East,950,30.0,8.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.45,Mulund West,755,20.0,7.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.6,Goregaon West,1200,3.0,35.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,0.97,Bhayandar East,860,9.0,9.0,Unfurnished,2.0,2.0,,yes
2 BHK Flat,0.98,Mira Road East,950,11.0,9.0,Semi Furnished,2.0,2.0,,yes
2 BHK Flat,0.45,Nalasopara West,1000,7.0,7.0,Semi Furnished,2.0,1.0,3.0,yes
2 BHK Flat,0.5,Vasai West,756,10.0,4.0,Semi Furnished,2.0,2.0,1.0,no
2 BHK Flat,0.87,Mira Road East,850,12.0,7.0,Semi Furnished,2.0,2.0,,yes
2 BHK Flat,1.52,Chembur,1050,5.0,15.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.55,Chembur,1050,5.0,16.0,Semi Furnished,2.0,,0.0,no
2 BHK Flat,1.65,Chembur,1100,10.0,14.0,Unfurnished,2.0,2.0,2.0,yes
2 BHK Flat,1.85,Chembur,1050,5.0,14.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,2.2,Kandivali West,900,10.0,12.0,Fully Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.21,Mira Road East,1030,11.0,16.0,Fully Furnished,2.0,2.0,,yes
2 BHK Flat,1.95,Chembur,1100,2.0,15.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.15,Mira Road East,1050,9.0,16.0,Semi Furnished,2.0,2.0,,yes
2 BHK Flat,1.85,Chembur,1100,2.0,15.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.05,Chembur,1100,1.0,15.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,1.98,Chembur,1100,1.0,15.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,0.43,Nalasopara West,900,8.0,7.0,Semi Furnished,2.0,1.0,3.0,yes
2 BHK Flat,0.86,Mira Road East,900,9.0,7.0,Semi Furnished,2.0,1.0,,yes
2 BHK Flat,1.9,Ghatkopar East,694,4.0,16.0,Fully Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.75,Ghatkopar East,713,5.0,15.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.2,Ghatkopar East,855,1.0,16.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,2.7,Mahim,700,50.0,3.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,1.61,Ghatkopar East,763,1.0,16.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,1.75,Mulund West,975,10.0,36.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.85,Mulund West,1025,10.0,30.0,Fully Furnished,2.0,2.0,1.0,yes
2 BHK Flat,0.46,Nalasopara West,845,7.0,9.0,Semi Furnished,2.0,3.0,,yes
2 BHK Flat,2.85,Andheri West,1010,10.0,14.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,2.15,Andheri West,700,30.0,7.0,Unfurnished,2.0,1.0,0.0,yes
2 BHK Flat,1.9,Mulund East,890,1.0,39.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,4.5,Andheri West,1750,5.0,29.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.6,Parel,607,15.0,7.0,Fully Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.72,Mulund East,950,10.0,8.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,1.5,Mulund East,890,9.0,7.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,1.84,Mulund East,780,4.0,8.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,1.88,Mulund East,780,4.0,8.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,2.25,Borivali East,1000,7.0,28.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,1.7,Wadala East,950,12.0,27.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,0.58,Nalasopara West,940,7.0,14.0,Semi Furnished,2.0,1.0,3.0,yes
2 BHK Flat,0.55,Nalasopara West,980,8.0,9.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,1.77,Borivali West,692,1.0,9.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.95,Wadala East,950,12.0,18.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,3.0,Wadala East,1100,5.0,34.0,Semi Furnished,2.0,1.0,,yes
2 BHK Flat,2.0,Borivali East,750,10.0,13.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,1.55,Bhandup West,900,25.0,14.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,0.43,Nalasopara West,950,7.0,7.0,Semi Furnished,1.0,3.0,,yes
2 BHK Flat,0.49,Nalasopara West,865,4.0,7.0,Semi Furnished,1.0,3.0,,yes
2 BHK Flat,2.45,Andheri West,910,10.0,7.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,2.65,Andheri West,978,10.0,7.0,Semi Furnished,2.0,2.0,2.0,yes
2 BHK Flat,2.6,Kandivali West,800,5.0,22.0,Unfurnished,2.0,3.0,0.0,yes
2 BHK Flat,1.95,Mulund West,990,5.0,47.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.9,Bhandup West,1260,6.0,36.0,Fully Furnished,2.0,2.0,2.0,yes
2 BHK Flat,1.53,Borivali East,635,1.0,15.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,2.56,Kandivali East,1250,5.0,16.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,1.9,Kandivali East,1000,5.0,22.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,2.15,Kandivali East,1250,1.0,40.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.3,Borivali East,1000,5.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,3.25,Borivali West,1400,5.0,16.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,2.15,Kandivali East,1120,3.0,19.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,0.68,Vasai West,975,5.0,7.0,Unfurnished,2.0,3.0,,yes
2 BHK Flat,0.7,Vasai West,1000,5.0,7.0,Unfurnished,2.0,2.0,,yes
2 BHK Flat,2.35,Sion,775,10.0,43.0,Fully Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.8,Kandivali East,1100,5.0,36.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,3.65,Dadar West,1000,45.0,5.0,Fully Furnished,2.0,2.0,,yes
2 BHK Flat,1.65,Borivali West,850,15.0,7.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.28,Mira Road East,742,6.0,15.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,5.0,Bandra West,1250,10.0,34.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.1,Mira Road East,1030,5.0,15.0,Unfurnished,2.0,4.0,,yes
2 BHK Flat,1.2,Mira Road East,950,12.0,25.0,Fully Furnished,2.0,4.0,,yes
2 BHK Flat,1.7,Kandivali West,900,15.0,7.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,0.9,Mira Road East,995,9.0,7.0,Fully Furnished,2.0,3.0,3.0,yes
2 BHK Flat,1.2,Mira Road East,1060,12.0,24.0,Fully Furnished,2.0,3.0,,yes
2 BHK Flat,1.25,Mira Road East,650,12.0,24.0,Unfurnished,3.0,,,yes
2 BHK Flat,1.33,Mira Road East,980,3.0,23.0,Fully Furnished,2.0,2.0,4.0,yes
2 BHK Flat,0.58,Goregaon East,625,13.0,20.0,Semi Furnished,2.0,2.0,0.0,no
2 BHK Flat,0.95,Mira Road East,900,5.0,22.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,0.95,Mira Road East,1000,12.0,15.0,Unfurnished,2.0,4.0,,yes
2 BHK Flat,1.0,Mira Road East,975,12.0,12.0,Unfurnished,2.0,4.0,,yes
2 BHK Flat,1.2,Mira Road East,756,1.0,30.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,0.88,Bhayandar East,1046,4.0,22.0,Fully Furnished,2.0,2.0,4.0,yes
2 BHK Flat,1.3,Mira Road East,1400,12.0,12.0,Fully Furnished,2.0,2.0,4.0,yes
2 BHK Flat,0.73,Goregaon East,870,14.0,20.0,Fully Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.15,Mira Road East,1060,5.0,20.0,Unfurnished,2.0,2.0,4.0,yes
2 BHK Flat,1.55,Mira Road East,900,5.0,16.0,Semi Furnished,2.0,2.0,2.0,yes
2 BHK Flat,3.2,Wadala East,960,3.0,38.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,1.12,Mira Road East,950,15.0,16.0,Unfurnished,2.0,2.0,,yes
2 BHK Flat,1.23,Mira Road East,740,5.0,15.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,0.95,Mira Road East,850,10.0,12.0,Unfurnished,2.0,2.0,4.0,yes
2 BHK Flat,0.76,Goregaon East,875,13.0,21.0,Semi Furnished,2.0,2.0,0.0,no
2 BHK Flat,1.1,Mira Road East,1060,5.0,20.0,Unfurnished,2.0,2.0,4.0,yes
2 BHK Flat,2.0,Chembur,713,6.0,10.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.35,Goregaon East,800,7.0,22.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,0.76,Goregaon East,825,12.0,20.0,Semi Furnished,2.0,2.0,0.0,no
2 BHK Flat,0.47,Virar West,890,5.0,14.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.9,Chembur,745,5.0,15.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,1.35,Borivali East,900,5.0,9.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,3.0,Dadar West,650,10.0,7.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.8,Malad East,900,5.0,30.0,Fully Furnished,2.0,2.0,0.0,yes
2 BHK Flat,0.93,Mira Road East,1060,3.0,22.0,Unfurnished,2.0,4.0,,yes
2 BHK Flat,0.85,Bhayandar East,1050,3.0,19.0,Semi Furnished,2.0,2.0,4.0,yes
2 BHK Flat,1.6,Mira Road East,900,5.0,16.0,Semi Furnished,2.0,2.0,2.0,yes
2 BHK Flat,0.95,Mira Road East,780,10.0,7.0,Semi Furnished,2.0,3.0,,yes
2 BHK Flat,0.53,Virar West,925,5.0,7.0,Semi Furnished,2.0,2.0,3.0,no
2 BHK Flat,2.65,Malad East,1250,2.0,45.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.85,Powai,1050,10.0,16.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,3.6,Wadala East,925,3.0,30.0,Semi Furnished,2.0,2.0,2.0,yes
2 BHK Flat,2.35,Andheri West,965,15.0,17.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,4.5,Matunga East,775,6.0,18.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,0.59,Vasai East,990,5.0,33.0,Unfurnished,2.0,2.0,3.0,yes
2 BHK Flat,1.4,Bhayandar East,820,20.0,7.0,Unfurnished,2.0,2.0,,yes
2 BHK Flat,1.25,Mira Road East,650,15.0,23.0,Unfurnished,2.0,2.0,,yes
2 BHK Flat,1.15,Bhandup East,690,5.0,18.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,2.02,Powai,900,5.0,20.0,Fully Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.6,Andheri West,670,10.0,9.0,Unfurnished,2.0,,0.0,no
2 BHK Flat,1.7,Mulund East,750,8.0,22.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.8,Borivali East,759,1.0,9.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.65,Mulund East,950,5.0,7.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,1.9,Chembur,800,4.0,15.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,1.65,Chembur,650,6.0,12.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,2.65,Andheri West,997,1.0,15.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.7,Mahim,1000,10.0,18.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.75,Borivali East,785,5.0,27.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,3.25,Bandra West,1000,20.0,7.0,Semi Furnished,2.0,2.0,,yes
2 BHK Flat,3.25,Bandra West,980,21.0,7.0,Semi Furnished,2.0,1.0,,yes
2 BHK Flat,5.0,Mahalakshmi,850,10.0,10.0,Fully Furnished,2.0,1.0,,yes
2 BHK Flat,2.3,Mulund East,1050,15.0,14.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.77,Powai,800,5.0,22.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.79,Powai,800,5.0,22.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.76,Powai,800,5.0,22.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.78,Powai,800,5.0,22.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.1,Chembur,726,1.0,19.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.2,Malad West,850,10.0,16.0,Semi Furnished,2.0,2.0,,yes
2 BHK Flat,1.95,Malad West,900,7.0,14.0,Unfurnished,2.0,2.0,,yes
2 BHK Flat,1.49,Borivali West,750,5.0,9.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.3,Mulund West,718,5.0,39.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,0.95,Mira Road East,1000,12.0,16.0,Unfurnished,2.0,,,yes
2 BHK Flat,1.35,Mira Road East,1070,12.0,12.0,Fully Furnished,2.0,2.0,,yes
2 BHK Flat,1.3,Mira Road East,1000,12.0,7.0,Unfurnished,2.0,,,yes
2 BHK Flat,1.3,Mira Road East,1000,12.0,16.0,Unfurnished,2.0,,,yes
2 BHK Flat,0.9,Bhayandar East,730,15.0,7.0,Unfurnished,2.0,,,yes
2 BHK Flat,1.75,Borivali West,1010,25.0,28.0,Semi Furnished,2.0,2.0,2.0,yes
2 BHK Flat,1.35,Mira Road East,1060,12.0,12.0,Semi Furnished,2.0,2.0,,yes
2 BHK Flat,1.85,Kandivali West,700,4.0,18.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,2.3,Chembur,800,2.0,13.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,0.42,Nalasopara West,850,3.0,7.0,Semi Furnished,2.0,1.0,2.0,yes
2 BHK Flat,1.65,Dahisar West,950,7.0,7.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,0.44,Virar West,1050,5.0,12.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,1.5,Chembur,700,3.0,30.0,Fully Furnished,2.0,2.0,0.0,yes
2 BHK Flat,0.39,Virar West,650,8.0,12.0,Semi Furnished,2.0,2.0,3.0,no
2 BHK Flat,1.25,Mira Road East,975,6.0,14.0,Unfurnished,2.0,3.0,3.0,yes
2 BHK Flat,1.85,Borivali West,850,25.0,4.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,1.95,Kandivali West,800,3.0,16.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.7,Malad West,700,5.0,12.0,Semi Furnished,2.0,2.0,,yes
2 BHK Flat,2.35,Kandivali West,840,2.0,60.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,0.65,Virar West,650,8.0,12.0,Fully Furnished,2.0,2.0,3.0,no
2 BHK Flat,2.25,Kandivali West,723,1.0,20.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.95,Powai,850,10.0,18.0,Unfurnished,2.0,2.0,2.0,yes
2 BHK Flat,1.92,Powai,800,10.0,18.0,Unfurnished,2.0,2.0,2.0,yes
2 BHK Flat,1.93,Powai,850,10.0,18.0,Unfurnished,2.0,2.0,2.0,yes
2 BHK Flat,1.41,Kandivali East,910,23.0,12.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.75,Mulund East,850,5.0,16.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,1.7,Mulund East,850,13.0,7.0,Fully Furnished,2.0,1.0,,yes
2 BHK Flat,1.75,Mulund East,900,5.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,0.68,Virar West,955,1.0,19.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,1.6,Malad West,680,15.0,7.0,Fully Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.5,Mulund East,920,22.0,7.0,Semi Furnished,3.0,,0.0,no
2 BHK Flat,2.19,Malad West,840,21.0,8.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.4,Kandivali West,880,18.0,6.0,Semi Furnished,1.0,,0.0,yes
2 BHK Flat,1.6,Malad West,990,1.0,21.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.45,Malad West,950,5.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.65,Mulund East,815,6.0,8.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,1.65,Mulund East,800,6.0,8.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,5.0,Bandra West,1100,25.0,7.0,Fully Furnished,2.0,,0.0,yes
2 BHK Flat,1.7,Mulund West,800,3.0,43.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.6,Andheri West,600,5.0,16.0,Semi Furnished,2.0,1.0,,yes
2 BHK Flat,1.55,Kanjurmarg East,700,1.0,50.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,3.6,Bhandup West,1350,2.0,36.0,Semi Furnished,2.0,3.0,0.0,yes
2 BHK Flat,1.5,Mulund West,700,5.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.35,Mulund West,600,5.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.25,Kanjurmarg West,600,2.0,38.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,1.85,Mulund East,850,20.0,7.0,Fully Furnished,2.0,,0.0,yes
2 BHK Flat,1.8,Mulund East,900,5.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.58,Mulund East,850,25.0,8.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.75,Kanjurmarg East,1020,2.0,22.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,0.84,Mira Road East,670,12.0,6.0,Semi Furnished,2.0,2.0,,yes
2 BHK Flat,2.25,Goregaon West,1160,5.0,42.0,Semi Furnished,1.0,,,yes
2 BHK Flat,0.5,Virar West,650,5.0,23.0,Semi Furnished,2.0,2.0,3.0,no
2 BHK Flat,2.25,Goregaon West,1000,10.0,21.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.95,Mulund East,1125,15.0,14.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.35,Santacruz East,1000,18.0,8.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.61,Wadala,800,5.0,44.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.12,Wadala,800,10.0,14.0,Semi Furnished,2.0,1.0,0.0,yes
2 BHK Flat,2.62,Wadala,850,5.0,44.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.39,Wadala,750,2.0,44.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,3.75,Khar West,820,10.0,12.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,0.4,Virar West,650,8.0,12.0,Semi Furnished,2.0,2.0,3.0,no
2 BHK Flat,1.21,Mira Road East,1030,12.0,16.0,Semi Furnished,2.0,2.0,,yes
2 BHK Flat,1.49,Kandivali West,850,7.0,9.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,1.22,Bhayandar East,1200,12.0,9.0,Semi Furnished,,,,yes
2 BHK Flat,2.05,Mulund West,850,3.0,40.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,0.38,Virar West,690,8.0,7.0,Semi Furnished,2.0,2.0,3.0,no
2 BHK Flat,0.46,Virar West,650,8.0,14.0,Semi Furnished,2.0,3.0,,no
2 BHK Flat,0.72,Vasai East,980,8.0,7.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,2.1,Powai,780,5.0,22.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,2.6,Powai,1000,5.0,22.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,2.0,Mulund West,750,7.0,21.0,Unfurnished,2.0,2.0,3.0,yes
2 BHK Flat,4.0,Bandra West,1025,30.0,6.0,Fully Furnished,2.0,,0.0,yes
2 BHK Flat,1.73,Kandivali West,980,15.0,15.0,Unfurnished,2.0,2.0,2.0,yes
2 BHK Flat,2.75,Kandivali East,1500,5.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.78,Kandivali West,800,15.0,15.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,1.68,Kandivali West,890,15.0,15.0,Unfurnished,2.0,2.0,2.0,yes
2 BHK Flat,1.75,Kandivali East,1000,5.0,39.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.65,Mulund East,945,10.0,7.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,2.85,Chembur,1400,17.0,18.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,2.19,Kandivali East,916,1.0,37.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,0.74,Nalasopara East,1080,4.0,12.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,2.5,Borivali East,815,1.0,36.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.15,Mira Road East,972,5.0,23.0,Semi Furnished,2.0,2.0,,yes
2 BHK Flat,2.57,Borivali East,815,1.0,36.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,2.59,Borivali East,821,1.0,36.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,2.15,Santacruz East,1000,1.0,9.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,2.1,Kandivali East,851,1.0,37.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,2.18,Kandivali East,851,1.0,37.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,2.15,Kandivali East,916,1.0,37.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,2.39,Kandivali East,950,1.0,45.0,Unfurnished,2.0,2.0,2.0,yes
2 BHK Flat,2.69,Borivali East,847,1.0,36.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,1.9,Sion,830,20.0,5.0,Semi Furnished,2.0,2.0,0.0,no
2 BHK Flat,1.35,Mira Road East,1100,3.0,16.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,2.75,Sion,720,5.0,20.0,Unfurnished,2.0,2.0,2.0,no
2 BHK Flat,1.7,Wadala,660,2.0,40.0,Unfurnished,2.0,2.0,0.0,no
2 BHK Flat,0.87,Mira Road East,900,12.0,7.0,Semi Furnished,2.0,,,yes
2 BHK Flat,1.3,Kandivali West,600,3.0,7.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,2.45,Santacruz East,1000,1.0,13.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,2.0,Santacruz East,1000,7.0,7.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,1.6,Dahisar West,850,20.0,7.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,2.1,Bhandup West,805,7.0,38.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.9,Mulund West,693,2.0,42.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,2.0,Ghatkopar West,1020,1.0,11.0,Fully Furnished,2.0,1.0,,yes
2 BHK Flat,1.99,Ghatkopar West,1010,1.0,11.0,Unfurnished,2.0,1.0,,yes
2 BHK Flat,4.25,Matunga East,885,2.0,21.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,2.65,Jogeshwari West,855,1.0,21.0,Unfurnished,2.0,2.0,0.0,yes
